title,lemmatized_text
The Great Buck Howard,law school dropout answer advertisement personal assistant unknowingly sign work belligerent magician struggling resurrect career lead journey across country staging comeback lifetime
13 Hours in a Warehouse,five underworld heavy settle night stay abandoned warehouse former film studio series bizarre unsettling occurrence quickly lead believe alone supposed simple night babysitting single hostage series number began appear wall thing soon took dark turn later hostage escape perplexed thug learn rat rank also discover unsettling nature film shot warehouse terror take hold thief discover stalked shadow odds living see daybreak shrinking passing minute written jason buchanan movie guide
Creepshow,inspired e c comic george romero stephen king bring five tale terror screen
Ice Cold in Alex,group army personnel nurse attempt dangerous arduous trek across desert north africa second world war leader team dream ice cold beer reach alexandria
Afro Ninja,homage martial art legend jim kelly based hugely successful youtube video reggie got dead end job cruel bos real prospect uncovers pair magic nun chuck give karate superpower set reggie battle evil kung fu master
Creepshow 2,ec comic inspired weirdness return three tale first wooden statue native american come life exact vengeance murderer elderly owner second four teen stranded raft lake blob hungry third hit run woman terrorized hitchhiker accidentally killed really kill
Armin Only: The Next Level,clubbers packed rotterdam ahoy stadium epic set dj armin van buuren dutch trance superstar electrified audience nine hour highlight unforgettable evening november include many armin track including zocalo hymne sail well beat arctic quest inertia others
Jackass 3D,jackass film third movie jackass series follows premise first two movie well tv series compilation various prank stunt skit movie begin brief introduction made beavis butt head explaining technology behind movie intro feature cast lining attacked various object slow motion movie mark anniversary franchise started
Ripple Effect,believing bad karma keeping realizing dream hip clothing designer amer atrash philippe caland attempt orchestrate salvation unexpected result indie drama pushed edge financial disaster facing marital woe atrash resolve right wrong committed year earlier car accidentally struck philip blackman forest whitaker leaving paralyzed
Higher Learning,malik african american student attending track scholarship academic strong suit go thinking athletic ability earn free ride college fudge professional student columbus six year far becomes friendly malik challenge view race politics america
Killer Klowns from Outer Space,alien disguised clown crash land earth rural town capture unsuspecting victim cotton candy cocoon later consumption
With Honors,convinced graduate honor thesis paper stuffy harvard student find paper held hostage homeless man might guy school young man life
The Stupids,incredibly dull witted family unknowingly stumble upon illegal weapon deal trail stolen garbage
Down to Earth,struggling comic lance barton know like die stage life take unexpected turn straight heaven lance sure mistake miraculously right angel tell lance taken prematurely assures returned earth aged body ruthless white billionaire improbable reincarnation lance begin hilarious quest realize showbiz dream along way discovers person never imagined could chris rock delivers first rate performance romantic comedy remake heaven wait
End of the Century: The Story of the Ramones,year making documentary legendary punk band ramones mixture archival footage archival new interview member band various lineup new interview number contemporary film trace peak valley band experienced course plus year career disbanding
The Loved One,newly arrived hollywood england dennis barlow find arrange uncle interment highly organised profitable whispering glade funeral parlour fancy caught one cosmetician aimee thanatogenos three problem strict rule owner blessed reverand glenworthy rivalry embalmer mr joyboy shame working happy hunting ground pet memorial home
Creepshow 3,follow george romero stephen king launched anthology series feature five new tale horror wraparound main story deal alternative reality alice possessed communication device radio vampire serial killer lust call girl mad inventor professor wife hauntings beyond grave haunted dog
Sullivan's Travels,successful movie director john l sullivan convinced able film ambitious masterpiece suffered don hobo disguise set journey aiming know trouble first hand find train ride back hollywood beautiful blonde companion redoubles effort managing land trouble bargained loses memory end prisoner chain gang
The Wicker Man,police sergeant neil howie called island village search missing girl local claim never existed stranger still however ritual take place
Monster,two woman aspiring documentary filmmaker find trapped monster plagued toyko
The Hard Word,three fraternal bank robber languishing jail discover profitable dodgy way spend time crime certainly pay know wot mean however sex greed rear good crims bad cop consequence bizarre fatal
Mercy Mission: The Rescue of Flight 771,lost somewhere pacific single engine cessna low fuel pilot scott bakula awaits rescue
3 Ninjas,year three brother samuel jeffrey michael douglas visit japanese grandfather mori shintaro boy affectionately refer grandpa summer mori highly skilled field martial art ninjutsu year trained boy technique organized crime ring prof much fbi time brother ninja use martial art skill team battle crime ring outwit persistent kidnapper
Campfire Tales,anthology famous scary urban legend done modern twist
Tiësto In Concert²,ti sto left mark history dance music return new installment ti sto concert time outdone show arnhem holland october show hasselt belgium november sharing music vision fan
Serenity,renegade crew serenity agrees hide fugitive ship find action packed battle relentless military might totalitarian regime destroy anything anyone get girl back bloodthirsty creature roam uncharted area space greatest danger may ship
Sea Monsters: A Prehistoric Adventure,journey million year back time age mighty dinosaur dominated land equally astonishing assortment ferocious creature swam hunted fought survival beneath vast mysterious prehistoric sea
The Rose,rock roll singer mary rose foster romantic relationship mental health continuously imperilled demand life road
Echelon Conspiracy,mysterious cell phone message promise young american engineer untold wealth make target deadly international plot dangerous security operative chase engineer across globe powerful government official pursues mysterious agenda threatens stability entire world
Dark Secrets: Inside Bohemian Grove,since global elite held secret meeting ancient redwood forest northern california member called bohemian club include former president eisenhower nixon reagan bush family maintains strong involvement year bohemian grove member male club red black silver robe conduct occult ritual wherein worship giant stone owl sacrificing human effigy call great owl bohemia
Hercules Returns,brad get fired job go reopen old cinema enlists frends help show last film cinema aired closed know film italian everyone sitting ready begin dub movie fly
Johnny Got His Gun,joe young american soldier hit mortar shell last day world war lie hospital bed fate worse death quadruple amputee lost arm leg eye ear mouth nose unbeknown doctor remains conscious able think thereby reliving life strange dream memory
The Jack Bull,jack bull tell story myrl redding wyoming horse trader clash henry ballard fellow rancher ballard abuse two myrl horse crow indian caretaker billy judge wilkins throw myrl complaint war wage force ballard nurse emaciated animal back health escalates vigilante manhunt murder possible defeat
Walled In,finally secured first assignment family demolition business sam walczak mischa barton sent supervise destruction apartment house discover group tenant still living condemned building one tenant jimmy cameron bright tell sam urban legend serial murderer used live building entomb victim wall worse dead believed still harass resident day
The Texas Chainsaw Massacre 2,chainsaw wielding maniac leatherface cannibalistic way along rest twisted clan including equally disturbed chop top time masked killer set sight pretty disc jockey vanita stretch brock team texas lawman lefty enright battle psychopath family deep within lair macabre abandoned amusement park
Barney: Let's Go To The Farm,power imagination barney take bj baby bop rachel jackson visit real farm get chance see crop grown real animal taken care also meet farmer dooley wife involve varety fun activity including preparing big barn dance
Rugrats in Paris: The Movie,rugrats back tommy brave one chuckie timid one phil lil odd couple dil spoiled brat angelica time wreaking havoc paris france tommy dad stu summoned yet another one invention took dump
Barney: Let's Go To The Fair,time musical adventure barney bj baby bop new dino friend riff know find music everywhere little girl named melanie dream playing violin tlent show barney friend help raise dream discover dream even bigger imagine come everyone let go fair
The Children,relaxing christmas vacation turn terrifying fight survival child begin turn parent
Luck by Chance,wanting fate befell sister sona mishra locates mumbai try make living making movie soon find path chosen easy one
Center Stage: Turn It Up,self taught dancer kate parker ever wanted perform american academy ballet doesnt make auditioning learns take precision perfection succeed dance world
Auntie Mame,ten year old orphan patrick dennis come live marvelously madcap auntie mame life life hilt life banquet mame say poor sucker starving death
Fullpackat!,overview found
Vinyan,six month losing child southeast asia tsunami jeanne convinced see film orphan living jungle
Ararat,variety character close relative others distant stranger affected making film armenian genocide
Pride 34: Kamikaze,pride kamikaze mixed martial art event held pride fighting championship april saitama super arena saitama japan last pride show promoted dream stage entertainment sale company see pride worldwide although wanderlei silva mauricio rua negotiating pride compete silva participate medical suspension received nevada state athletic commission commission stated japanese doctor cleared silva competition would consider lifting suspension three day early come fruition gilbert yvel originally slated fight bazigit atajev atajev withdrew due internal disease
Riverworld,movie sci fi channel based book series philip jos farmer location riverworld mysterious treacherous land every human died year bc ad resurrected bank huge river
Eulogy,black comedy follows three generation family come together funeral patriarch unveiling litany family secret covert relationship
Vox Populi,vox populi black comedy experienced politician suffering midlife crisis come contact common man logic new law far reaching effect political personal life
Pride 33: The Second Coming,pride second coming mixed martial art event held pride fighting championship february thomas amp mack center la vega nevada
Pride Shockwave 2006,pride shockwave mixed martial art event held pride fighting championship december japan event called pride otoko matsuri fumetsu
The Best Little Whorehouse in Texas,town sheriff madame team stop television evangelist shutting local whorehouse famed chicken ranch
Robotech: The Shadow Chronicles,year ad human race amped space exploration reached star miracle robotechnology without bringing intergalactic war upon earth hero die allegiance shift midst combat perhaps peace spring charred remains battered history one greatest science fiction saga time continues
Futuresport,distant future new deadly sport way stop war kill million fix snipe creator sport spotlight always ramzey cain hothead must use game stop revolution
Joseph: King of Dreams,animated retelling story bible book genesis joseph gift dream interpretation brilliantly colored coat inspires jealousy brother
Kinky Boots,charles price may grown father family shoe business northampton central england never thought would take father place charles chance encounter flamboyant drag queen cabaret singer lola everything change
Sk8terday,overview found
Aspen Extreme,j friend dexter quit job detroit become ski instructor aspen j advance popular instructor school season take care dexter future less bright eventually thinking jobbing drug courier bringing friendship test meanwhile rich business woman brice support j writing ambition invite live home absence fall love stunningly beautiful blond radio moderator robin
The Innocents,young governess two child becomes convinced house ground haunted
The Uninvited,brother sister move old seaside house find abandoned many year english coast original enchantment house diminishes hear story previous owner meet daughter young woman life neighbor grandfather also heard unexplained sound night becomes obvious house haunted
Sometimes in April,debra winger oris erhuero idris elba star drama framed rwandan genocide
Schizopolis,man work unpleasant guru scientology like movement
Jeff Wayne's Musical Version of The War of the Worlds: Live on Stage!,jeff wayne composed produced one groundbreaking best selling musical work time much anticipation jeff wayne musical version war world brought stage first time playing sold arena version filmed wembley arena uk april
The Rutles: All You Need Is Cash,story rise fall pre fab four
The Mod Squad,three minor delinquints dane ribisi epps recruited cop farina working undercover bust cop drug ring officer recruited killed go beyond call duty solve murder bust drug ring suffering jibe ridicule fellow officer struggle save name deceased benefactor
When Worlds Collide,group astronomer calculate star course slam earth day accompanying planet first pas close enough earth cause havoc land sea set building rocket selected individual escape planet
My Blue Heaven,fbi agent barney coopersmith assigned protect former mafia figure turned informant vincent antonelli witness protection program one supposed keep low profile something antonelli trouble coopersmith certainly hand full keeping antonelli away mafia hitman want stop testifying mention nightclub
Pride,uplifting film based true story coach jim elli terrence howard shock community change life aided local janitor bernie mac set form philadelphia first black swim team odds battle rigid rule racism
Daleks' Invasion Earth: 2150 A.D.,doctor companion hurled future make horrifying discovery daleks conquered earth metal fiend devastated entire continent turned survivor robomen
The Brothers McMullen,deal life three irish catholic mcmullen brother long island new york three month grapple basic idea value love sex marriage religion family directed written produced starring edward burn
Scooby-Doo! and the Samurai Sword,gang mystery inc take trip japan find circling asia pacific treasure hunt racing vengeful black samurai ninja warrior find legendary sword fate ancient blade fabled possess extraordinary supernatural power
Black Narcissus,group anglican nun led sister clodagh sent mountain himalaya climate region hostile nun housed odd old palace work establish school hospital slowly focus shift sister ruth fall government worker mr dean begin question vow celibacy sister ruth obsesses mr dean sister clodagh becomes immersed memory love
Redline,gorgeous young automobile fanatic front hottest unsigned band west coast find caught illegal drag racing competition organized exotic car fanatic
Winnie the Pooh: Springtime with Roo,spring sprung baby roo excited get explore make new friend rabbit seems preoccupied spring cleaning instead embracing usual role playing easter bunny leave roo show rabbit love important love charge
Dragonquest,ancient warlord summons mythological beast young hero must complete series quest awaken dragon defeat monster
Commandments,seth warner reached end rope ever since wife died two year earlier world turmoil despondent career fallen apart even house destroyed seems nothing left live confused angry two year suffering finally directs wrath god rooftop apartment building new york city midst wild thunderstorm demand know betrayed god believed honored whole life god answer strike seth dog bolt lightning pushed beyond limit seth decides respond year torment breaking biblical ten commandment
Dust,two parallel tale redemption century apart new york storyline edge hunt angela gold pay back debt gradually grows closer macedonian story brother end fighting opposite side revolution religious elijah taking side ottoman sultan gunslinger luke joining teacher macedonian rebel
Dick,two high school girl wander class trip white house meet president richard nixon become official dog walker nixon dog checker become secret advisor watergate scandal
Last Chance Harvey,london daughter wedding struggling jingle writer harvey shine miss plane new york thus loses job drowning sorrow airport pub harvey meet kate british government worker stuck endless cycle work phone call mother blind date connection form unhappy pair soon find falling love
Hobson's Choice,henry hobson owns tyrannically run successful victorian boot maker shop salford england stingy widower weakness overindulging local moonraker public house exploit three daughter cheap labour declares marriage avoid expense marriage settlement eldest daughter maggie rebel
Chasing Christmas,jack cameron single dad decides observe christmas wife left around time ghost christmas past present try get jack relent screw job send wild ride time showing various time jack past try rectify timeline get back real present thing used
Panic Mechanic,hanky pranky alias schucks star candid camera tv show loses job affirmative action applies job stress academy long schucks discovers new bos jack paddaman crooked come late employment contract signed sealed year pass schucks better however candid camera video poke fun sector post south africa prove big hit stressed government minister president asks paddaman make movie benefit street child schucks pal hard work paddaman plan get hold profit video sale add scatterbrained secretary lovelorn traffic cop cunning street child roll aisle comedy distinctly south african flavour
Oh Schucks.... It's Schuster!,series short skit leon schuster us candid camera several disguise stitch general public south africa
Sweet 'n Short,south africa sweet coetzee win award year service sportscaster birthday beating rival pompous george weasle weedle sweet get drunk one night birthday party miss sportscast bos bryce williams demotes interviewer promotes weedle subplot film two robber bossy savage main character remain remotely unaware comic theme sweet pull prank weedle golf game suspended six month sweet also record weedle humorous intercourse prostitute orphan storm sweet decides drown sorrow casino slot machine trick small boy alfred shorty short thinking genie bossy savage try rob casino accidentally break disco ball knock sweet unconscious hit jackpot
You Must Be Joking!,series short skit leon schuster us candid camera several disguise stitch general public south africa sketch include watermelon pulse test leon show watermelon ripe heartbeat much confusion seller cooking bonnet car upsetting traffic police supposedly killing cow butcher shop
Yankee Zulu,two south african boy one white rhino one black zulu go separate way incident many year later meet adult one living year united state wanted criminal two end part madcap chase involving check large amount lottery money pursued gen diehard rhino ex wife rowena cause rift two protagonist
Barbie Presents: Thumbelina,meet tiny girl named thumbelina life harmony nature magical world twillerbees hidden among wildflower whim spoiled young girl named makena thumbelina two friend patch wildflower uprooted transported lavish apartment city
Oh Schucks...! Here Comes UNTAG,kwagga robertse owns farm shop fictional southern african country nambabwe usually con foreign tourist pretending kill lion thus earning nickname urumbo lion killer country native kwagga upset un sends platoon incompetent soldier united nation transition assistance group u n g monitor peace process ensure free fair election nambabwean war independence u n g american leader major bradick mackay second command captain zapman offered diamond worth lot money u must pay usd duan robertse kwagga competitive brother trying buy farm left dead father
Othello,evil iago pretend friend othello order manipulate serve end film version shakespeare classic
The Caller,jimmy stevens senior vp international energy firm blow whistle company deadly corrupt practice latin america knowing assassinated betrayal place anonymous call securing service private detective frank turlotte trail distance
Bob the Builder: On Site - Skyscrapers,bob back new construction adventure teach art building skyscraper along tumbler dizzy lofty flex bob always ready tackle even tallest project problem high solve positive thinking teamwork exciting mix animation live action find top world
Assassination Tango,john j seasoned hit man sent job argentina general sent kill delay return country john pass time manuela beautiful dancer becomes teacher guide argentina sensual world tango
100 Mile Rule,overview found
A Day Without a Mexican,one morning california wake find one third population hispanic third disappeared strange pink fog envelops state communication outside boundary completely cut economic political social implication disaster threaten california way life group disparate people white except one latina crack private life forced wide open
Breakin' All the Rules,inspired fianc e dumped man publishes break handbook men becoming bestselling author process
Brothers of the Head,music promoter pluck siamese twin obscurity groom freakish rock n roll act dark tale sex strangeness rock music
Dandelion,small town rolling field endless sky isolated year old mason life world family exist fragmented silence love seems gone missing mason meet danny sensitive troubled girl tender bond soon tested fatal accident series complication take mason away something
Dark Heaven,overview found
Day of Wrath,height spanish inquisition high ranking nobleman begin dropping like fly alarming frequency unexplained violence local century sheriff ruy de mendoza christopher lambert discern responsible one want cooperate mendoza even identify body crime scene mysteriously cleared villager pretend murder never happened
Grand Theft Parsons,time right proper simply bury dead one time gram parson one influential musician time bitter brilliant genius knew elvis tripped stone fatally overdosed morphine tequila dying came story story deep within folklore story friendship honour adventure story extraordinary really happen one would believe two men hearse dead rock star five gallon petrol promise extraordinary chase modern time
Speaking of Sex,counselor expert depression two attorney try help couple marital problem
Cyborg 2,year cybernetics market dominated two rival company usa pinwheel robotics japan kobayashi electronics cyborg commonplace used anything soldier prostitute casella reese prototype cyborg developed corporate espionage assassination filled liquid explosive called glass shadow pinwheel plan eliminate entire kobayashi board director using casella
Tales of the Black Freighter,mariner survives attack dreaded pirate black freighter struggle return home warn horrific cost
The Beastmaster,dar son king hunted priest birth grows another family becomes grown man new father murdered savage discovers ability communicate animal lead quest revenge father killer
Sergeant York,alvin york hillbilly sharpshooter transforms ruffian religious pacifist called serve country despite deep religious moral objection fighting becomes one celebrated american hero wwi
The First of the Few,fictionalized biopic chronicle true story two remarkable men aviation history visionary spitfire designer r j mitchell test pilot geoffrey crisp designed streamlined monoplane led development spitfire
The Woods Have Eyes,group young camper wander backwoods upstate new york see cappy cabin place think exists urban legend real find twisted game predator prey night begin fall survive dawn cappy real night begun
Waiting for Guffman,corky st clair director actor dancer blaine missouri come time celebrate blaine anniversary corky resolve bring house broadway style
Hero Wanted,liam case garbage man whose life quite turned way expected would order impress girl dream liam plan elaborate heist culminate jumping save day last minute day heist arrives however plan take unexpected turn liam wind hospital
The Comedians of Comedy,comedian comedy occasional stand comedy tour featuring patton oswalt zach galifianakis brian posehn maria bamford documented film comedy central television series name directed michael blieden
Zach Galifianakis: Live at the Purple Onion,inauspicious beginning performing comedy routine back burger joint new york unorthodox stand star zach galifianakis made splash scene inimitable brand humor live show filmed san francisco purple onion nightclub versatile funnyman serf healthy dose signature wit
Zach Galifianakis: Look Who it Isn't,self released dvd showcasing variety zach galifianakis comedy routine includes clip vh late world zach zach stand appearance
The Magic Roundabout,shaggy candy loving puppy named dougal along group friend embarks dangerous journey effort imprison oppressor evil ice sorcerer zeebad zebedee evil twin world placed mortal danger zeebad want turn world ice doogal friend must recover diamond needed stop
The Crow: Wicked Prayer,ex convict jimmy girlfriend brutally murdered reservation local gang satanist brought back crow seek vengence
Little Britain Live,many hilarious character little britain taken stage brilliant live performance matt lucas david walliams
Garfield Gets Real,animated tale garfield leaf cartoon world real one novelty wear begin looking way back cartoon strip permanently cancelled
Modern Problems,jealous harried air traffic controller max fielder recently dumped girlfriend come contact nuclear waste granted power telekinesis us win back gain little revenge
The Spirit of Christmas,four child one go unnamed build snowman come life threatens town
The Spirit of Christmas,four carolling child meet jesus santa claus learn true meaning christmas
Doug's 1st Movie,doug pal skeeter set find monster lucky duck lake though thing get really hand one blurts monster real
Confessions of a Superhero,confession superhero feature length documentary chronicling life three mortal men one woman make living working superhero character sidewalk hollywood boulevard deeply personal view daily routine reveals hardship triumph pursue achieve kind fame hulk sold super nintendo bus ticket la wonder woman mid western homecoming queen batman struggle anger superman psyche consumed man steel although walk fame right beneath foot path stardom prove long hard climb
The Deal,charlie bern veteran hollywood movie producer given career life idealistic screenwriter nephew come bearing script lifetime charlie decides give career one final shot thing standing way diedre hearn sharp witted studio executive brought keep charlie line
To Hell and Back,true wwii story audie murphy decorated soldier u history based autobiography audie murphy star film
Captains Courageous,harvey arrogant spoiled son indulgent absentee father fall overboard transatlantic steamship rescued fishing vessel grand bank harvey fails persuade take ashore convince crew wealth captain offer low paid job return port part crew turn mature considerate young man
The King and I,widowed welsh mother anna loenowens becomes governess english tutor wife many child stubborn king mongkut siam anna king clash personality work teach royal family english language custom etiquette rush prepare party group european diplomat must change opinion king
Where the Wild Things Are,max imago running away mom sailing far land large talking beast ira carol douglas bull judith alexander crown king play rumpus build fort discover secret hideaway
A Time to Revenge,back vietnam major whittmar paul gleason sold comrade save skin rich ruthless land baron getting richer squeezing killing neighbor crony murder rancher threatens expose man son ken olandt swears vengeance
Clowning Around,follows boy realizes clown clowning around
Pocket Ninjas,somewhere new jersey group masked rollerblading child save universe training fight evil cobra khan series action packed montage along way hypothesize slapstick hijinks balloon factory save day hypothetical sonic virtual reality battle real treat
Zebra Force,post vietnam war actioner group veteran former member crack guerrilla team decide reteam use specialized skill fight organized crime
Titanic,unhappily married julia sturges decides go america two child unsinkable titanic husband richard also arranges passage luxury liner custody two child fade insignificance ship hit iceberg
"I Love You, Man",peter klaven successful real estate agent upon getting engaged woman dream zooey discovers dismay chagrin male friend close enough serve best man peter immediately set rectify situation embarking series bizarre awkward man date
Ellie Parker,ellie parker aspiring actress australia life hectic hollywood lifestyle perpetually trying land role elevate career living lothario musician boyfriend justin ellie far happy finding support primarily friend sam ellie meet chris minor traffic accident see new potential romance life general
Storytelling,college high school serve backdrop two story dysfunction personal turmoil
Rhinestone,big time country singer brag turn anybody country singin star prove live talk recruit cab driver country singer scheduled sing big time nyc country night club put ample power work preparing protege
Mount Pleasant,three couple find destiny irrevocably intertwined fusion obsession fragile love six year old girl find junkie discarded needle playing backyard
Little Manhattan,ten year old gabe normal kid growing manhattan rosemary telesco walked life actually karate class gabe tell rosemary feel tell going public school gabe lot learn life love girl
Daddy's Little Girls,monty mechanic struggling make end meet raise three young daughter court award custody daughter shady ex wife monty desperately try win back help julia beautiful ivy league educated attorney monty julia less alike flame ignited touching firestorm love conflict
Duplicity,two romantically engaged corporate spy team manipulate corporate race corner market medical innovation reap huge profit enable lead extravagant lifestyle together
The Picture of Dorian Gray,posing portrait dorian gray talk lord henry wotton say men pursue sensual longing lament young get taken idea dorian imago scenario painting age stay youthful wish come true boyish look aid indulges every whim stunning revelation force see become dorian face dangerous question
Tap,max washington released prison serving time burglary return old hangout hoofer club old girl friend amy still work club tap instructor less thrilled see father little mo happy see plan show involving max addition max old partner crime another job
The Sunshine Boys,lewis clark aka sunshine boy famous comedian vaudeville era stage stand spoken year retirement willy clark nephew producer tv variety show want feature reunion classic duo try get sunshine boy back together
The Cutting Edge,two former olympian one figure skater hockey player pin hope one last shot olympic glory one another course keep killing process
Seven Brides for Seven Brothers,oregon backwoodsman brings wife home farm six brother decide want get married
Astro Boy,set futuristic metro city astro boy atom young robot incredible power created brilliant scientist image son lost unable fulfill creator expectation astro embarks journey search acceptance experiencing betrayal netherworld robot gladiator returning save metro city reconcile father rejected
Hell's Bells,demon hell play music satan whose delight turn wrath insubordinate refuse become food cerberus
Little Boy Blue,big bad wolf stalk little bo peep steal one sheep enlists little boy blue dancing scarecrow assist mischievous black sheep rescuing singing dancing hilarity impalement ensue
Dick Whittington's Cat,cowardly cat several adventure involving pugnacious mouse
Along Came Auntie,divorced couple try pretend still happily married order get woman divorce disapproving aunt
Super Rhino,short begin star canine owner penny peril man green eye trapped within fortress protected overwhelming defense tied suspended high bottomless pit surrounded fire penny father transforms rhino super hamster save day
Somersault,australian teenager heidi left little choice leave home caught red handed mother boyfriend option heidi end jindabyne tourist community upon meeting joe bar pursues relationship try find something resembling normal home life heidi make small stride getting job finding place stay relationship joe must overcome share hurdle
The Proposition,set australian outback movie follows series event following horrific rape murder hopkins family allegedly committed infamous burn brother gang captain morris stanley capture charlie burn give day kill older dangerous psychopathic brother else hang younger mentally slow brother christmas day
Blackout,three people different walk life find trapped inside stalled elevator first seems like inconvenience rapidly escalates nightmare
The Clown and His Dogs,short film individually painted image
Adventureland,summer college graduate take nowhere job local amusement park find perfect course get prepared real world
Mindhunters,trainee fbi psychological profiling program must put training practice discover killer midst
Hans Christian Andersen,small town shoemaker knack spinning yarn han encounter happiness heartbreak road becoming full fledged writer
Ordinary People,beth calvin son conrad living aftermath death son conrad overcome grief misplaced guilt extent suicide attempt therapy beth always preferred brother difficulty supportive conrad calvin trapped two trying hold family together
La Bamba,biographical story rise nowhere singer ritchie valens whose life cut short plane crash
Somewhere in Time,young writer richard collier met opening night first play old lady begs come back mystified try find learns famous stage actress early becoming obsessed self hypnosis manages travel back time meet
Alien Trespass,fiery object crash mountaintop california desert bringing threat disaster earth flying saucer escape murderous creature ghota bent destroying life form planet benevolent alien spaceship urp inhabits body ted lewis astronomer help tammy diner waitress set save mankind
Country of My Skull,american reporter afrikaans poet meet fall love covering south africa truth reconciliation commission hearing
Spellbound,documentary follows teen pre teen work way toward final scripps howard national spelling bee championship washington c
El Cid,epic film legendary spanish hero rodrigo diaz el cid follower without compromising strict sense honour still succeeds taking initiative driving moor spain
Pirates of the Great Salt Lake,kirk redgrave flint weaver met three week ago stopped becoming greatest pirate great salt lake ever known still pirate life cracked kirk life failure flint one without reward stumble across long lost treasure map power fulfill wildest pirate dream curse well
Cirque du Soleil: Journey of Man,child born see underwater swimmer representing young jungle setting two fanciful instinct guiding swooping bird like acrobat initially menace delight adolescent enters desert man spin large cube metal tubing leaf instinct guide behind enters garden two statue dance pond watch sensual acrobatics love becomes man offered wealth represented golden hat devil figure richly decorated room scruffy troupe dozen acrobat little girl reawaken old man youthful nature love
Days of Heaven,chicago steel worker accidentally kill supervisor flees texas panhandle girlfriend little sister work harvesting wheat field stoic farmer love triangle swarm locust hellish fire malick capture dreamlike authenticity creating timeless american idyll gritty evocation turn century labor
Life or Something Like It,reporter lanie kerrigan interview psychic homeless man fluff piece football game score instead tell life meaning going end day spark action trying change pattern life
Emma Smith: My Story,side founder new faith woman undeniable courage
The Other Side of Heaven,john h groberg middle class kid idaho fall cross pacific become mormon missionary remote exotic tongan island kingdom leaf behind loving family true love life jean letter musing across mile john share humbling sometimes hilarious adventure girl back home letter buoy spirit difficult time john must struggle overcome language barrier physical hardship deep rooted suspicion earn trust love tongan people come serve throughout adventure filled three year island discovers friend wisdom unlikely place john h groberg tongan odyssey change life forever
Happily N'Ever After 2,fairy tale collide mambo munk tip scale good evil
The Singles Ward,jonathan jordan get divorced thrust back world single mormon world ultimate goal eternal marriage struggling fit jonathan decides stop going church pursued member local single ward want reactivate nothing work jonathan fall cammie giles ward activity director suddenly going church becomes much appealing going right reason
John Mayer: Any Given Thursday,given thursday live cd dvd john mayer recorded birmingham alabama oak mountain amphitheater september room square tour album quickly peaked billboard chart feature mostly song room square
My Brilliant Career,young woman determined maintain independence find odds family want tame wild side get married
Tilt: The Battle to Save Pinball,situation facing pinball designer williams electronic game come something new see world largest pinball manufacturer shut forever williams designer come something amazing brand new kind pinball machine pinball fused video classic pinball gameplay preserving great pinball yet opening ne
The Kid Brother,important family hickoryville surprisingly hickory sheriff jim tough manly son leo olin timid youngest son harold muscle match use wit win respect strong father also love beautiful mary
Whisky Galore!,based true story name real ship sunk feb wwii politician left liverpool two day earlier heading jamaica sank outside eriskay outer hebrides scotland bad weather containing bottle whisky local gathered many bottle could proper authority arrived even today bottle found sand sea every year
War Dance,three child living displacement camp northern uganda compete country national music dance festival
The Best Two Years,two pair mormon missionary america live beaten apartment dutch city haarlem personality distinctly different elder johnson district leader oversees effort companion vain elder van pelt seek become assistant mission president top post available soon possible capable elder rogers become disillusioned inattentive duty ever since previous missionary companion returned america married elder roger girlfriend three meet elder roger new companion elder calhoun train station new elder nerdy enthusiastic greenie arrived missionary training center mtc utah unfortunately training give much fluency dutch language luck would first person approach proselytize fellow american named kyle
No Alibi,bob lessing successful businessman becomes amorously entangled dangerous mysterious woman lessing realize sent powerful criminal boyfriend vic haddock collect large sum drug money owed bob murdered brother
Return to Never Land,world besieged world war ii wendy grown two child including jane believe wendy story peter pan
Smother,fired job everyday guy face pressure wife baby mom decided move young couple
Bonneville,three woman take road trip santa barbara order deliver ash one dead husband resentful daughter faced decision lifetime arvilla holden hijack two best friend set vintage bonneville convertible
This Gun for Hire,sadistic killer hire raven becomes enraged latest job paid marked bill vowing track double crossing bos nightclub executive gate raven sits beside gate lovely new employee ellen train town although ellen engaged marry police lieutenant hunting raven decides try set misguided hit man straight hide cop plot revenge
Restless,moshe amar poet businessman left wife new born israel twenty year ago spent land limitless possibility trying leave mark immortality point got mark frantic debt collector happy give tsach abandoned son skilled sniper israeli army tsach resents father abandoning mother year attending funeral
Meet the Browns,single mother living inner city chicago brenda struggling year make end meet keep three kid street laid warning start losing hope first time letter arrives announcing death father never met desperate kind help brenda take family georgia funeral nothing could prepared brown father fun loving crass southern clan small town world full long afternoon country fair brenda struggle get know family never knew existed find brand new romance might change life story adapted tyler perry stage play meet brown perry portray madea uncle joe film
A Christmas Carol,scrooge miserly old businessman london one christmas eve visited ghost marley dead business partner marley foretells scrooge visited three spirit attempt show scrooge error way scrooge reform way time celebrate christmas
The Telling,horror anthology film three girl pledge popular cruelest sorority campus final task must tell scariest story know containing three distinct story one featuring murderous doll one actress run film crew undead finally hunt kill fright fest
Sugar & Spice,jack diane find unexpected adult situation squad come rescue order help friend diane squad go cheerleader gone taking little school project known bank robbery squad thing way sugar spice forever changing friendship future nation notion teen spirit
The Tracey Fragments,tracey berkowitz self described normal girl loses year old brother sonny flashback fragment meet overbearing parent sweet clueless sonny watch tracey navigate high school friendless picked teased develops thing billy zero new student imagining boyfriend see day loses sonny watch try find
